"CASE","language","scenario","question","text","robot_label"
680,"EN","ds","open_1","In A geriatric facility it is still to new and it might confuse an elderly patient and with A pschychitric patient they may do the same thing","Delivering Supplies"
680,"EN","ds","open_2","Not in most of the medical settings but in some like geriatric and pshychatric but only for safety reasons","Delivering Supplies"
680,"EN","ds","open_3","SAFTEY, SAFTEY, SAFTEY","Delivering Supplies"
680,"EN","mvs","open_1","If the robot goes in and out of the room with the nurse it would be a great tool, BUT if it tries to rate pain, NOT GOOD!!!!","Monitoring Vital Signs"
680,"EN","mvs","open_2","If it is try to rate pain that is NOT GOOD","Monitoring Vital Signs"
680,"EN","mvs","open_3","A machine should NOT try to interpret A patients pain , it is IMPOSSIBLE!!!!!","Monitoring Vital Signs"
681,"ES","am","open_1","Es un apoyo bastante importante para los pacientes, ya que profesionales sanitarios muchas veces estan ocupados debido a la alta carga de trabajo presente. Por lo que tener disponibles robots que apoyen en la movilidad brindaría al paciente apoyo continuo y seguro.","Assisting with Mobility"
681,"ES","am","open_2","Riesgo de malfuncionamiento que podría poner en peligro la integridad del paciente","Assisting with Mobility"
681,"ES","am","open_3","La seguridad e integridad del paciente al utilizar estos robots es primordial","Assisting with Mobility"
681,"ES","bed","open_1","Me parece una buena idea para incluir en el trabajo, facilitaría bastante la carga y esfuezo fisico del trabajo. Aunque a veces es dificil confiar en las nuevas tecnologias tan facilmente.","Helping Patients into Bed"
681,"ES","bed","open_2","No observo ningún riesgo o preocupación ética presente en este robot y las acciones que realiza","Helping Patients into Bed"
681,"ES","bed","open_3","Brindar y asegurar la integridad física y seguridad del paciente en cada movilizacion como también siempre esperar el consentimiento del paciente a ser trasladado por un robot.","Helping Patients into Bed"
681,"ES","ds","open_1","Este robot ayudaría bastante en tareas pequeñas de abastecimiento, especialmente cuando el personal sanitario de encuentra realizando otras tareas más importantes y necesarias de personal cualificado.","Delivering Supplies"
681,"ES","ds","open_2","Podría considerarse un potencial error en la entrega o el destino seleccionado, lo que podría ocasionar retrasos importantes en tratamientos","Delivering Supplies"
681,"ES","ds","open_3","El robot esta equipado con cámaras, por lo que es importante que se mantenga una confidencialidad de los datos para no transgredir los derechos de los pacientes y trabajadores.","Delivering Supplies"
681,"ES","mvs","open_1","Es un robot bastante útil a la hora de controlar pacientes, el robot podría hacer un trabajo igual de bien que un profesional sanitario con respecto a la medicion de signos vitales.","Monitoring Vital Signs"
681,"ES","mvs","open_2","La exactitud y seguridad clinica podria verse afectada así como también podrian ocurrir problemas con la privacidad y manejo de los datos sensibles. Igualmente, el paciente debe ser informado y primero aceptar ser atendido por un robot.","Monitoring Vital Signs"
681,"ES","mvs","open_3","Primero, el robot no debe generar riesgos añadidos al paciente por culpa de un mal diseño, asi que es importante tener en consideracion eso. Otra cosa es evitar la deshumanizacion de la atención en salud. La tecnología debe complementar, no sustituir el trato humano","Monitoring Vital Signs"
682,"ES","am","open_1","No aceptaría el uso hasta discutir y comprender al 100% algunos dilemas éticos y de privacidad, como: ¿se almacenan los datos y, de ser así, para qué son utilizados?, estos robots, ¿incluyen chatbox de AI para el ""acompañamiento"" a personas mayores o ante enfermedades mentales?, de ser así, ¿es posible que sea un riesgo la psicosis con AI, sobre todo ante estas dos condiciones tan delicadas? Hay demasiadas preguntas, más allá de el tratamiento técnico para lo que se utilizarán.","Assisting with Mobility"
682,"ES","am","open_2","Sí, veo riesgos pues los planteamientos éticos son complejos y variados. No queda claro cómo se tratan los datos que recibe este robot ni dónde quedan almacenados. Parece ser un riesgo para la privacidad de las personas, ¿esta información se usará para investigación científica o para lucrar a partir de ello?, es la pregunta que aparece en mi cabeza. Además, ¿cómo sería el ""acompañamiento"" a personas mayores o ante enfermedades mentales? No queda claro y podría causar confusión en la psiquis, incluso llevar a psicosis, como ocurre con los AI chatbox.","Assisting with Mobility"
682,"ES","am","open_3","El almacenamiento y uso de datos, protección de privacidad, ensayos clínicos previos, protocolos de uso y en qué condiciones es adecuados. En síntesis, investigación científica y protocolos de uso.","Assisting with Mobility"
682,"ES","bed","open_1","Rechazaría su uso, pues parece no estar listo para ser usado. Por ejemplo, preocupa que la persona en el video era de un peso normal o bajo, como también que el espacio para recoger a la persona es pequeño, es decir,  para personas con sobrepeso u obesidad, que son significativamente más difíciles de transportar, sentar o sentar en silla de ruedas, no se podría utilizar y esta, es una gran parte de la población mundial. Además, no parece ser más rápido que el trabajo de 2 personas.","Helping Patients into Bed"
682,"ES","bed","open_2","Sí, parece no ser utilizable en pesos mayores, que son la gran mayoría de la población mundial. No parece ser útil para muchas personas ni facilitar el trabajo del personal debido a ello.","Helping Patients into Bed"
682,"ES","bed","open_3","El uso y trabajo de datos recolectados, como también el reemplazo de fuerza laboral importante.","Helping Patients into Bed"
682,"ES","ds","open_1","Usaría el robot, ya que facilitaría la llegada de suministros a lugares específicos, sin embargo, parece ser lento y ya existe un mueble de suministros en cada piso de los hospitales. Se encuentran siempre cerca de enfermería o de algunos pacientes, por lo que ya es fácil conseguir los suministros y no suena tan necesario. A pesar de ello, en algunos pisos, de menor complejidad, no necesariamente existe la cantidad de cajones de suministros o tipo de suministros que sí se encuentran en otros lugares de un hospital, por lo que sería útil en el caso de que en estos lugares, de menor complejidad, al necesitarse otro tipo de medicamento no disponible, se pudiese usar el robot, sin la necesidad de depender de una persona que tenga muchas más tareas.","Delivering Supplies"
682,"ES","ds","open_2","Sí, preocupan algunas consideraciones éticas y, por sobre todo, con el problema que tienen las aspiradoras automáticas (ej. Roomba), de chocar con paredes o esquinas y quedar atascados, lo que haría, ante situaciones de urgencia, este dispositivo inútil, ya que puede afectar los suministros que cargue.","Delivering Supplies"
682,"ES","ds","open_3","Preocupa el almacenamiento de los datos del lugar, es decir, de hospitales y centros de atención. Cabe la duda de con qué fin se utilizarían estos datos y quién.","Delivering Supplies"
682,"ES","mvs","open_1","Rechazaría el uso porque parece recopilar información muy sensible de las personas.","Monitoring Vital Signs"
682,"ES","mvs","open_2","Sí, los datos recopilados son muy sensibles y no sería inesperado que fueran utilizados por los desarrolladores apra ser vendidos a aseguradoras o similares. La información recopilada debe ser 100% confidencial y, con el uso de IA/algorítmos o redes neuronales, esto parece no ser asegurado el día de hoy.","Monitoring Vital Signs"
682,"ES","mvs","open_3","Podría recopilar y compartir información sensible, como también eliminar el trabajo de muchas personas.","Monitoring Vital Signs"
683,"EN","am","open_1","It would be super helpful to help with exercises without the major risks of falling.","Assisting with Mobility"
683,"EN","am","open_2","The only thing I wondered about was how much these robots have been tested that they wouldn't malfunction when a patient was using them.","Assisting with Mobility"
683,"EN","am","open_3","Making sure that the robots won't malfunction and will stay working for a long period of time without issues.","Assisting with Mobility"
683,"EN","bed","open_1","Some patients are not able to help with transfers at all. Would this robot be able to place the person comfortably and safely without the patient being able to help at all?","Helping Patients into Bed"
683,"EN","bed","open_2","It seems like a person is still going to have to assist the robot, so will this really save time?","Helping Patients into Bed"
683,"EN","bed","open_3","How do we know that the robot is programmed correctly to not drop the patient or to lift them correctly?","Helping Patients into Bed"
683,"EN","ds","open_1","It would be helpful to have the medications come to the nurse, but I don't know how much time it will really save.","Delivering Supplies"
683,"EN","ds","open_2","If the robot goes into a contaminated room, how will it be sanitized to go into another room to stop cross contamination?","Delivering Supplies"
683,"EN","ds","open_3","There would have to be a lot of failsafes if a robot is responsible for getting medications.","Delivering Supplies"
683,"EN","mvs","open_1","It would help nurses to have more time to administer meds and care for patients instead of taking vitals.","Monitoring Vital Signs"
683,"EN","mvs","open_2","How accurate are the results when some of the vitals are taken without touching the patient?","Monitoring Vital Signs"
683,"EN","mvs","open_3","How can accuracy be verified for the robot taking vitals?","Monitoring Vital Signs"
684,"EN","am","open_1","it looks like it has the potential to be a good therapy aid","Assisting with Mobility"
684,"EN","am","open_2","No just making sure the patient is safe and comfortable with the use of technology","Assisting with Mobility"
684,"EN","am","open_3","that it might be uncomfortable or beyond the ability of the patient","Assisting with Mobility"
684,"EN","bed","open_1","It seems like a good tool for safely transporting patients, as long as it has built-in backup safety features.","Helping Patients into Bed"
684,"EN","bed","open_2","The only ethical problem would be if the patient was uncomfortable or scared of using the technology; you should have an alternative available for them.","Helping Patients into Bed"
684,"EN","bed","open_3","There has to be an emergency shut-off system and a way to summon help quickly if there is an emergency.","Helping Patients into Bed"
684,"EN","ds","open_1","it seems like a safe delivery option that could save some time while doing tasks","Delivering Supplies"
684,"EN","ds","open_2","it is a concern that someone may try to steal the robot to get the supplies. it has be zoned for certain areas and alarmif it goes outside of its safe area","Delivering Supplies"
684,"EN","ds","open_3","the safety of the supplies inside, and if they can get in the wrong hands or not","Delivering Supplies"
684,"EN","mvs","open_1","this robot is similar to technology that already exists.i'mnot sure a whole bg robot is needed for this. there are vitals machines that can transismit vitals to the patients emr.","Monitoring Vital Signs"
684,"EN","mvs","open_2","the robot could document the vitals incorrectly","Monitoring Vital Signs"
684,"EN","mvs","open_3","always want to keep patient privacy in the forefront. This machine can not store or know identifiable information about patients.","Monitoring Vital Signs"
685,"EN","am","open_1","I would accept the use of a robot in caregiving when it clearly assists with supportive or operational tasks—such as monitoring vital signs, assisting with mobility, reminding patients about medications, or handling routine logistics, because these uses can improve efficiency and reduce physical and cognitive strain on human caregivers. I would be more reluctant to accept the robot in roles that involve emotional care, moral judgment, or complex interpersonal interaction, such as providing comfort during distress, making nuanced care decisions, or supporting patients at the end of life. In those situations, I expect care to be grounded in human empathy, responsiveness, and trust, which technology cannot fully replicate.","Assisting with Mobility"
685,"EN","am","open_2","One major concern is the potential loss of human connection if robots are used too extensively, leading patients to feel isolated or treated as tasks rather than people. There is also a risk of over-reliance on the robot’s outputs, which could reduce critical thinking or vigilance among staff. Privacy and data security are significant issues, especially if the robot continuously collects sensitive health or behavioral data. Additionally, patients may feel they have limited choice in accepting robotic care, raising concerns about informed consent and autonomy.","Assisting with Mobility"
685,"EN","am","open_3","From a professional standpoint, it is essential to ensure clear accountability—humans and institutions must remain responsible for decisions and outcomes, even when robots are involved. Transparency about the robot’s capabilities, limitations, and decision-making processes is crucial for trust. Equity should also be considered so that robots do not become a justification for lower-quality, less human care in under-resourced settings. Finally, ethical implementation should prioritize human dignity by ensuring that robots augment caregiving work while preserving the central role of human relationships in healthcare.","Assisting with Mobility"
685,"EN","bed","open_1","I would accept the use of a caregiving robot when it supports caregivers with routine, time-consuming, or physically demanding tasks such as patient transfers, medication reminders, basic monitoring, or logistics. In these situations, I would expect the robot to improve safety, reduce caregiver strain, and free up staff to spend more meaningful time with patients. I would be hesitant or reject its use in situations that require emotional sensitivity, complex judgment, or trust-building, such as comforting a distressed patient, providing mental health support, or end-of-life care, because these rely heavily on human empathy and relational understanding.","Helping Patients into Bed"
685,"EN","bed","open_2","A key risk is that robots could unintentionally reduce human contact, leading patients to feel isolated, dehumanized, or less cared for. There are also concerns about data privacy and surveillance if the robot collects continuous health or behavioral data. Errors or misinterpretations by the robot could have serious consequences, especially if staff rely on it too heavily or fail to intervene. Additionally, patients may feel pressured to accept robotic care even if they are uncomfortable, raising issues of consent and autonomy.","Helping Patients into Bed"
685,"EN","bed","open_3","Ethically, developers and healthcare organizations should prioritize transparency, patients and staff should clearly understand what the robot can and cannot do. Accountability must be clearly defined so responsibility does not become ambiguous when something goes wrong. Equity is also important: robots should not be used primarily as cost-cutting substitutes in underfunded settings, creating a two-tiered system of care. Finally, implementation should preserve human dignity by ensuring robots enhance caregiving rather than replace the core human relationships that are central to ethical healthcare.","Helping Patients into Bed"
685,"EN","ds","open_1","I would be open to using a caregiving robot for practical, repetitive, or physically demanding tasks—such as lifting patients, monitoring vitals, delivering medications, or providing reminders, because these functions could reduce staff burnout and improve consistency of care. However, I would reject or feel uneasy about the robot replacing human presence in emotionally sensitive situations like end-of-life care, mental health support, or moments of distress, where empathy, intuition, and human connection are essential. My acceptance depends on the robot being clearly positioned as a support tool rather than a substitute for caregivers.","Delivering Supplies"
685,"EN","ds","open_2","One major risk is over-reliance on the robot, which could lead to reduced human oversight and missed contextual cues that machines may not interpret correctly. There are also concerns about patient dignity and consent—patients may feel uncomfortable, surveilled, or powerless if robots collect data or make decisions without clear explanation. Data privacy and security are significant ethical issues, especially if sensitive health information is stored, transmitted, or analyzed by AI systems.","Delivering Supplies"
685,"EN","ds","open_3","From a professional perspective, transparency and accountability are critical: it must always be clear who is responsible if the robot makes an error or causes harm. Equity is another concern, robots should not widen gaps in care by being used primarily as cost-cutting replacements in under-resourced settings. Finally, human autonomy and compassion must remain central; ethical implementation requires ensuring that technology enhances caregiving relationships rather than diminishing the humanity of care.","Delivering Supplies"
685,"EN","mvs","open_1","I would accept the use of this robot for monitoring vital signs because it performs a clearly defined, technical task that benefits from consistency, speed, and automation. In settings with high patient loads, I would expect the robot to reduce manual errors, detect early warning signs faster, and give clinicians more time to focus on hands-on and relational aspects of care. I would be less comfortable if the robot replaced human check-ins entirely, since patients often need explanation, reassurance, or the opportunity to voice concerns during routine monitoring.","Monitoring Vital Signs"
685,"EN","mvs","open_2","One concern is over-reliance on the robot’s data and alerts, which could lead staff to overlook sensor errors, technical failures, or important contextual information that machines cannot capture. Data privacy and cybersecurity are significant risks, given the continuous collection and storage of sensitive health information in EHR systems. There is also the ethical issue of patient consent, patients may feel monitored without fully understanding how the robot works or how their data are being used.","Monitoring Vital Signs"
685,"EN","mvs","open_3","From a professional perspective, accountability must remain clear: healthcare providers and institutions should retain responsibility for clinical decisions, even when robots support monitoring. Transparency about the robot’s capabilities, limitations, and data practices is essential for trust. Equity should also be considered so that robotic monitoring enhances care quality rather than serving as a cost-cutting substitute for human interaction, particularly in under-resourced settings. Finally, respect for patient dignity requires that robots are implemented in ways that preserve human oversight, communication, and compassionate care.","Monitoring Vital Signs"
686,"EN","am","open_1","It could really help PT departments","Assisting with Mobility"
686,"EN","am","open_2","If it malfunctions it could cause serious harm","Assisting with Mobility"
686,"EN","am","open_3","It would help to supplement human workers and not steal jobs","Assisting with Mobility"
686,"EN","bed","open_1","I think it is unsafe","Helping Patients into Bed"
686,"EN","bed","open_2","Yes I don't trust it to handle people","Helping Patients into Bed"
686,"EN","bed","open_3","It would be viewed in a very negative light","Helping Patients into Bed"
686,"EN","ds","open_1","It can help to free up workers for more important tasks","Delivering Supplies"
686,"EN","ds","open_2","No it would be doing a basic task","Delivering Supplies"
686,"EN","ds","open_3","People would complain it's taking jobs away","Delivering Supplies"
686,"EN","mvs","open_1","It could help to streamline menial tasks allowing nurses to better care for patients","Monitoring Vital Signs"
686,"EN","mvs","open_2","It could be perceived as taking work away from humans","Monitoring Vital Signs"
686,"EN","mvs","open_3","No I don't","Monitoring Vital Signs"
688,"EN","am","open_1","Seeing the child using the robot to walk was inspiring.","Assisting with Mobility"
688,"EN","am","open_2","The only thing I would worry about is malfunctions. If something went wrong it could hurt the patient.","Assisting with Mobility"
688,"EN","am","open_3","Must be aware of people's beliefs and expectations.","Assisting with Mobility"
688,"EN","bed","open_1","It takes much too long to transfer the patient. We currently have equipment that can do it much quicker.","Helping Patients into Bed"
688,"EN","bed","open_2","I don't have an ethical problem with it.","Helping Patients into Bed"
688,"EN","bed","open_3","Some patients would be frightened to be touched by a robot.","Helping Patients into Bed"
688,"EN","ds","open_1","This robot would be useful for things that aren't needed immediately, but most things ARE needed immediately.","Delivering Supplies"
688,"EN","ds","open_2","I don't see any ethical concerns, but risks might be that it would get stuck and not deliver things in a tinely manner, or patients/family members would try to interact with it in the halls.","Delivering Supplies"
688,"EN","ds","open_3","I dont' see any ethical issues.","Delivering Supplies"
688,"EN","mvs","open_1","While the robot might be interesting to some patients, I beleive others would be put off or frightened byt he experience.","Monitoring Vital Signs"
688,"EN","mvs","open_2","Malfunctions could be a problem. 9If it didn't recognize emergency signs or closed on a person's arm.  I think some patients would balk at not having a human perform these tasks.","Monitoring Vital Signs"
688,"EN","mvs","open_3","religion, human touch, anxiety","Monitoring Vital Signs"
689,"EN","am","open_1","It aligns with the expectation of healthcare professionals","Assisting with Mobility"
689,"EN","am","open_2","No risk or concerns","Assisting with Mobility"
689,"EN","am","open_3","Handling patience with care is very essential in keeping ethical standards","Assisting with Mobility"
689,"EN","bed","open_1","This robot cares for the patient in moving them from their beds to other places which is important","Helping Patients into Bed"
689,"EN","bed","open_2","No risks or ethical concerns","Helping Patients into Bed"
689,"EN","bed","open_3","Robot grips should always be enhanced to support patients with soft grips and holds","Helping Patients into Bed"
689,"EN","ds","open_1","The use of the robot is ethical and will contribute positively to the overall wel-being of patients in the caregiving task assigned to it","Delivering Supplies"
689,"EN","ds","open_2","No risk or ethical concerns using this robot in healthcare because as observed and earlier stated, the robots always align with the best interest of the patient needing healthcare","Delivering Supplies"
689,"EN","ds","open_3","Ethical concerns such as patient records and data should be safely stored in databases that only authorized robots will have access to. Ethical concerns of how robots should handle body parts of patients in healthcare should be considered","Delivering Supplies"
689,"EN","mvs","open_1","Expectations match and will be met using this robot as regars to the health of patients in caregiving.","Monitoring Vital Signs"
689,"EN","mvs","open_2","The ethical risk or concern is the data of patients the robot has access to","Monitoring Vital Signs"
689,"EN","mvs","open_3","Limiting access to data and information of patients is essential","Monitoring Vital Signs"
691,"EN","am","open_1","I do not personally need mobility help.","Assisting with Mobility"
691,"EN","am","open_2","No risks. This seems like a great idea to add to hospitals to assist people with mobility issues.","Assisting with Mobility"
691,"EN","am","open_3","I can't think of any ethical issues. I just see these are very helpful.","Assisting with Mobility"
691,"EN","bed","open_1","I have no need for a mobility device and i am a dental assistant. I don'y have need for this in my office.","Helping Patients into Bed"
691,"EN","bed","open_2","I do not see any risks.Only benefits.","Helping Patients into Bed"
691,"EN","bed","open_3","I dont' see any ethical issues. I see these as a tremendous help.","Helping Patients into Bed"
691,"EN","ds","open_1","I do not work in a setting that this would be useful.","Delivering Supplies"
691,"EN","ds","open_2","I do not see and risks at all. It would be quite helpful in hospital settings, actually.","Delivering Supplies"
691,"EN","ds","open_3","I do not see any ethical issues with this robot use.","Delivering Supplies"
691,"EN","mvs","open_1","I have no personal need for this nor do I work in a setting where this would be helpful.","Monitoring Vital Signs"
691,"EN","mvs","open_2","I do not see any risks at all. I onlt see this as beneficial.","Monitoring Vital Signs"
691,"EN","mvs","open_3","I cannot think of any possible ethical issues.","Monitoring Vital Signs"
692,"ES","am","open_1","se ve muy util y divertido para los niños que podrian tomarlo como un juego y hacerlo mas llevadero. pero considero que si o si debe haber un profesional revisando el funcionamiento de la maquina","Assisting with Mobility"
692,"ES","am","open_2","que haga algun movimiento doloroso para el paciente, por eso necesita operarse por un profesional","Assisting with Mobility"
692,"ES","am","open_3","tener un control o tal vez configurarlo para las patologias de cada paciente","Assisting with Mobility"
692,"ES","bed","open_1","se ve util, pero necesita tener un control de alguna persona, podria fallar o ser muy brusco","Helping Patients into Bed"
692,"ES","bed","open_2","que sea muy brusco con los pacientes, podria producirles algun daño al no tener una inteligencia de hacerlo con suavidad o al escuchar alguna queja del paciente","Helping Patients into Bed"
692,"ES","bed","open_3","que sea de apoyo al profesional, que el robot tenga una apariencia amigable, que no asuste a los pacientes","Helping Patients into Bed"
692,"ES","ds","open_1","no veo que sirva tanto en la funcion de llevar muestras o examenes, me sigue pareciendo mas facil una persona, debido a que el robot lleva muy poca carga y es muy lento","Delivering Supplies"
692,"ES","ds","open_2","nada importante, solo que lo veo un poco grande , ocupa mucho espacio y podria entorpecer a las demas personas","Delivering Supplies"
692,"ES","ds","open_3","ver el transporte de muestras que sea cuidadoso y que no cometa errores al entregarlas","Delivering Supplies"
692,"ES","mvs","open_1","se ve muy util, mas que todos, lo ideal seria que ademas de tomar mediciones las enviara al sistema sin necesidad de conectarse a algun cable.","Monitoring Vital Signs"
692,"ES","mvs","open_2","lo unico seria ver que el robot este bien calibrado al momento de medir, ojala que lleve algun registro de cada paciente al que le mide de manera individual, asi si algun resultado sale fuera de lo comun este pueda volver a medir o enviar una alerta","Monitoring Vital Signs"
692,"ES","mvs","open_3","solo explicarle a los pacientes y sus familiares que ahora este trabajo lo hace un robot, que esta programado y que tiene verificacion de resultados por un profesional","Monitoring Vital Signs"
693,"EN","am","open_1","allow patients self movement safely","Assisting with Mobility"
693,"EN","am","open_2","safety","Assisting with Mobility"
693,"EN","am","open_3","lack of human contact","Assisting with Mobility"
693,"EN","bed","open_1","help with transfers and moving patients would be helpful","Helping Patients into Bed"
693,"EN","bed","open_2","used properly","Helping Patients into Bed"
693,"EN","bed","open_3","patient permission","Helping Patients into Bed"
693,"EN","ds","open_1","making supplies more accessible","Delivering Supplies"
693,"EN","ds","open_2","safety","Delivering Supplies"
693,"EN","ds","open_3","security","Delivering Supplies"
693,"EN","mvs","open_1","Robots ability to react to patient reactions or questions","Monitoring Vital Signs"
693,"EN","mvs","open_2","no","Monitoring Vital Signs"
693,"EN","mvs","open_3","accuracy, ability to respond to patient needs","Monitoring Vital Signs"
694,"EN","am","open_1","It would be very helpful for people with limited mobility","Assisting with Mobility"
694,"EN","am","open_2","As long as a person is trained there should not be risks","Assisting with Mobility"
694,"EN","am","open_3","Just to be sure that there is a human working with the patient also","Assisting with Mobility"
694,"EN","bed","open_1","This would help so much. Moving a patient can be very physically tasking.","Helping Patients into Bed"
694,"EN","bed","open_2","As long as someone is there i see no risks","Helping Patients into Bed"
694,"EN","bed","open_3","I don't think there is any","Helping Patients into Bed"
694,"EN","ds","open_1","It seems like it would be very helpful","Delivering Supplies"
694,"EN","ds","open_2","No. As long as there was a human helping","Delivering Supplies"
694,"EN","ds","open_3","Just to be sure there's someone there when it's being used","Delivering Supplies"
694,"EN","mvs","open_1","It would be helpful in addition to human interaction","Monitoring Vital Signs"
694,"EN","mvs","open_2","If it's used instead of human interaction there could be errors","Monitoring Vital Signs"
694,"EN","mvs","open_3","Humans should definitely have input on the development of this robot","Monitoring Vital Signs"
695,"ES","am","open_1","El simple hecho de brindar un soporte más estable y a su vez movil para los pacientes es sin lugar a dudas una mejoría respecto al apoyo que podemos brindar los humanos. El monitoreo de actividad también ayudaría a reducir el riesgo de error humano, y una vez que pacientes y familiares se adecuen a su uso, podría ayudar a multiplicar el número de pacientes atendidos por una sola persona.","Assisting with Mobility"
695,"ES","am","open_2","El riesgo de poder cargar toda la responsabilidad sobre el robot y limitar la del humano, hay gente que podría aprovecharse de eso.","Assisting with Mobility"
695,"ES","am","open_3","El tipo de contacto y soporte del exoesqueleto, así como su presión para no lastimar al paciente.","Assisting with Mobility"
695,"ES","bed","open_1","Al igual que yo, varios compañeros tienen problemas de espalda (desde lumbalgia hasta escoliosis), por lo que cargar y trasladar al paciente resulta complicado e incluso riesgoso. Con la ayuda de este robot podríamos cuidar nuestro bienestar así como el del paciente.","Helping Patients into Bed"
695,"ES","bed","open_2","No realmente, mientras no presente ningún desperfecto no tendría por qué haber implicaiones éticas. Su única tarea es cargar y trasladar, no tiene manos ni movimientos que pudieran prestarse a malentendidos.","Helping Patients into Bed"
695,"ES","bed","open_3","La estabilidad para que no haya riesgo de caídas, la firmeza o suavidad para no lastimar al paciente.","Helping Patients into Bed"
695,"ES","ds","open_1","Si dependiera de mí, lo aceptaría sin problemas. El tiempo que se pierde dando vueltas para dejar muestras de laboratorio bien se puede aprovechar para tareas más importantes o exigentes. En mi país veo difícil su integración ya que requiere su propio elevador y la gente no lo respetaría, pero de manera personal me encanta.","Delivering Supplies"
695,"ES","ds","open_2","No, no tiene contacto con los pacientes y el riesgo de mezclar muestras o colocarlas mal es usuario-dependiente.","Delivering Supplies"
695,"ES","ds","open_3","Simplemente un sistema de candados que impida colocar, incluso por error, muestras de dos pacientes en el mismo contenedor.","Delivering Supplies"
695,"ES","mvs","open_1","Lo aceptaría para un uso con pacientes estables solamente, ya que por lo que vi en el vídeo no tiene capacidad de tomar tensión arterial y sólo mide los latidos por minuto, no tiene manera de monitorear la actividad eléctrica cardiaca, por lo que para un paciente inestable o grave no sería de mucha utilidad, de todas maneras tendría que seguir siendo valorado clinica y manualmente por un humano.","Monitoring Vital Signs"
695,"ES","mvs","open_2","Tal vez el que algunos pacientes no confiarían en un robot para monitorearlos.","Monitoring Vital Signs"
695,"ES","mvs","open_3","La claridad de las indicaciones y que proporcione información detallada al paciente sobre cuál es su función y los límites de la misma.","Monitoring Vital Signs"
696,"EN","am","open_1","I really like this robot because it is an innovative way to increase mobility in patients and then even seems like it helps those who are very immovable. My dad was a double amputee so this really strikes at home that this could help with his mobility.","Assisting with Mobility"
696,"EN","am","open_2","It would be an ethical concern if it did movements that the patient didn't want so they don't feel in control of their body. That would be a big issue. It would have to be thoroughly tested for safety.","Assisting with Mobility"
696,"EN","am","open_3","For this basically that there's no gonna be any defects in the software that will make uncontrolled movements that would actually hurt the patient more","Assisting with Mobility"
696,"EN","bed","open_1","I like this because it's hard on the caregivers to lift especially if their on their own. I worked in a Alzheimer's unit and this would be so useful","Helping Patients into Bed"
696,"EN","bed","open_2","Making sure it doesn't do movements that jerk and throw or hurt the patient on accident","Helping Patients into Bed"
696,"EN","bed","open_3","Safety protocol to ensure no injuries to the patient or other staff members","Helping Patients into Bed"
696,"EN","ds","open_1","I like that it can help get instruments as needed or meds. It would have o be really accurate and know exactly where to go and not give the wrong items. Sometimes I need more tools and the assistant has to go get them and stop what they're doing","Delivering Supplies"
696,"EN","ds","open_2","Some risks as above is that it gives things wrong or gets in the way. Especially more critical situations like a hospital it needs safety measures so it accurately assess obstacles and when to stop and let others proceed","Delivering Supplies"
696,"EN","ds","open_3","Accuracy testing and making sure it won't get in the way with gps testing and obstacle testing","Delivering Supplies"
696,"EN","mvs","open_1","I feel like this he definitely helped with the mundane task that nurses have to do. It would limit the load that they feel and like you stated possibly reduced burnout, which is a big issue with nurses. That will just help with patient care and patient outcomes and making sure nothing hopefully doesn't fall through the cracks","Monitoring Vital Signs"
696,"EN","mvs","open_2","The risks are if it's not accurate it doesn't read things accurately so the nurses aren't checking because they're relying on a robot, but it's not accurately doing the job then that will be a concern. Also if the robot computer system is biased or has built-in prejudiced based on who programmed the computer that would be a concern as well.","Monitoring Vital Signs"
696,"EN","mvs","open_3","Accuracy and ethical behaviors need to be thoroughly tested and scrutinized in order to make sure that it is ready for human patients because it really is a life on the line","Monitoring Vital Signs"
697,"EN","am","open_1","As was stated, to assist nurses as well as patients.  Nurses tend to be swamped as it is so this would alleviate the burden.","Assisting with Mobility"
697,"EN","am","open_2","Laying off some nurses due to thinking the robots are handling more tasks so less humans are needed overall,","Assisting with Mobility"
697,"EN","am","open_3","Only real issue I could see is using these as an excuse to lay off staff to ""save money"".","Assisting with Mobility"
697,"EN","bed","open_1","This would be great, especially for when one has overweight patients that require strength to lift.","Helping Patients into Bed"
697,"EN","bed","open_2","None","Helping Patients into Bed"
697,"EN","bed","open_3","None really.  Just have to ensure the robots carefully lift and set patients down or move them to prevent further injury.","Helping Patients into Bed"
697,"EN","ds","open_1","Same as before, to assist with nurses who are overwhelemed by menial tasks.","Delivering Supplies"
697,"EN","ds","open_2","None","Delivering Supplies"
697,"EN","ds","open_3","None other than just ensuring security is properly maintained so no one unauthorized steals transported medications.","Delivering Supplies"
697,"EN","mvs","open_1","Same as before, to assist with nurses who are overwhelemed by menial tasks.","Monitoring Vital Signs"
697,"EN","mvs","open_2","None other than laying off staff.","Monitoring Vital Signs"
697,"EN","mvs","open_3","Just the same as before, potential laying off of staff to cut costs.","Monitoring Vital Signs"
699,"EN","am","open_1","I think in the right setting, this robot could be very helpful, especially a trauma/recovery facility.","Assisting with Mobility"
699,"EN","am","open_2","No, I don't see any ethical concerns here.","Assisting with Mobility"
699,"EN","am","open_3","I don't see any ethical issues here that would be of concern.","Assisting with Mobility"
699,"EN","bed","open_1","I think it could be very helpful in situations where the physical demand of a task could be overwhelming for me.","Helping Patients into Bed"
699,"EN","bed","open_2","I could see it being a risk if the person were oversized and maybe the robot even would struggle to accomplish the intended task.","Helping Patients into Bed"
